train_loss,val_loss
0.005081269143829559,0.02498796762412657
0.018920814652665284,0.006651108532779566
0.012065067848561739,0.005591270507505649
0.0044412262483547234,0.0005290978293962088
0.0021374512795773624,0.0009313902546241677
0.0014677863752694976,0.001200290378461511
0.0015617812987329671,0.00055656614068025
0.0008347520273218834,0.00044588639360407126
0.0011472678849713703,0.00048822623996428496
0.0010322054586595186,0.0008816482017130551
0.0012022607057588174,0.000495893408262181
0.0009432760239633353,0.0006284178937715732
0.0011409011843170446,0.0004874146315674095
0.001005893156525417,0.0006402434917855198
0.001182428619449638,0.0004771033826451141
0.0008732602852887794,0.0004575227706126221
0.0011035675990569871,0.0004835395849785646
0.0010289483365795605,0.0007458044388129011
0.0012220716971569345,0.0005164056846811234
0.0008682088863679382,0.000427805063183136
0.0011262514186455518,0.0004758581844330563
0.0009056619165221491,0.0004925681349287397
0.0011102150839178647,0.0004730223612885153
0.001011356726894519,0.0005341775063045687
0.0012524459175438096,0.000469840564144998
0.0011393933635645225,0.0010783292078564916
0.0011737607609575208,0.00046371327239878315
0.0008087575683475734,0.00048633842189978486
0.0009695752254629042,0.0005921113204195812
0.0007537908036738372,0.0004537971176234904
0.0008829940645227908,0.0004276141227582348
0.0008464759377602605,0.0005880027223927597
0.0010040633600510774,0.0005177985736024667
0.0007935334079320455,0.0004161058962421046
0.0009342585951344518,0.000508216423717702
0.0009222383233918663,0.0007288199745032572
0.0009496820283402485,0.0006578766091400252
0.0006959928357446188,0.00043198731114186916
0.0008401757764659124,0.00042243664464204693
0.0008091648340041502,0.0005994647271227618
0.0009050478864082833,0.00047551702395456073
0.0007465136819064355,0.00048625188498155455
0.0008555470109058661,0.0004754495935428523
0.0008017144483346783,0.0006404091781524071
0.0008479932337195351,0.0006982276365464634
0.0005800430774570486,0.0003623331731828132
0.0006244286275887134,0.0005818464425987179
0.0005285259082484118,0.0003531977142657801
0.0006539153268477094,0.00045243074023544426
0.0007490250745831872,0.00047201662591364965
0.000869132335355971,0.0004379863747327244
0.0008816142390287496,0.0005721133055213495
0.0009354308869205852,0.0003904719835744523
0.0008648054722470988,0.0005742888359869223
0.0009379089346111868,0.0005851138772888352
0.0008321107088704593,0.0007471783499805379
0.0008129993475449737,0.0006416400295996067
0.0005552479440666502,0.0003482764441287145
0.0005942723279531492,0.0005318623986133151
0.0006947339256385022,0.0005992112167840115
0.0007055460981973738,0.0004782924099898715
0.0007271195401699515,0.0005741307648587162
0.0007944098372718144,0.0004950059992552269
0.000702632541060666,0.0005371980617422631
0.0007417960519887856,0.0005397325468315419
0.000708748069291687,0.0005716967707089877
0.0006819996729973355,0.0006305660939213577
0.0006270715733535326,0.00042012921324424934
0.0007009883392584016,0.00048359298070072725
0.0009579392658679353,0.0011513371409028364
0.0008844549023706349,0.0005386663207268018
0.0008346965290456865,0.0009840311360439164
0.000682547697215341,0.0006056564281765452
0.0006637617898377357,0.0006912279215770388
0.0005435572552414669,0.0007636382519115654
0.0004542394093050461,0.00035528734240316504
0.0004472407597859274,0.0005884409262722803
0.0005369838901515322,0.0004141462116461733
0.0006216353634044935,0.0005441544719518708
0.0007773733999783871,0.0008364842714913918
0.0006615640309064474,0.0009420245079799433
0.000676836916522916,0.0005700356825558549
0.0005770885957645077,0.0006086418962576831
0.0006399941152722022,0.000578292332489661
0.0005811381708554109,0.0008157991947170914
0.0005188553567904818,0.0003805781504880819
0.0005536000492611492,0.0007807550643084813
0.0006066029260409778,0.000516055166846617
0.0005930294847985351,0.0008388246705694853
0.000584234215352808,0.0005445057556600026
0.000532782030177259,0.0008642932105272928
0.0005273704965020442,0.0004116490555410881
0.0005155265194389357,0.0006474309829291483
0.0005501722394910758,0.00045619889683819014
0.0005532909671273955,0.0007351415770244785
0.0006206661033957061,0.000540704516543369
0.0006042424640327227,0.0007661219690065911
0.0005543485548059835,0.000422767838007649
0.000528551186698678,0.0008309006801067406
0.0006203017655934673,0.0005221432951182816
